"numProiezione","numFila","numPosto","dataVendita","prezzo"
"380","Blade Runner","2019","120","italiano"
"381","Il Quinto Elemento","2006","156","italiano"
"382","La Figlia della Guerra","2008","188","italiano"
"383","Il Segreto di Zibetto","2005","142","italiano"
"384","La Storia del Nilo","2010","186","italiano"
"385","Il Silenzio degli Innocenti","1997","114","inglese"
"386","Il Segreto del Mago","2023","157","inglese"
"387","Il Mistero del Diavolo","1991","153","inglese"
"388","Il Segreto del Miracolo","2005","171","italiano"
"389","Il Segreto di Lambretto","2008","134","inglese"
"390","Il Segreto del Mago","1997","180","inglese"
"391","La Leggenda di Guerre","2011","162","italiano"
"392","La Ragazza del Faraone","2019","113","inglese"
"393","La Ragazza del Fantasma","2023","107","italiano"
"394","La Figlia del Principe","1999","177","italiano"
"395","Il Mistero del Gobbo","2003","163","italiano"
"396","Il Segreto di Johnny","2007","124","italiano"
"397","Il Segreto del Leone","2009","141","inglese"
"398","Il Segreto del Dittatore","1998","193","inglese"
"399","Il Segreto di Lambretto","2024","108","italiano"
"400","It Chapter Two","2016","168","italiano"
"401","Il Corvo","1997","195","inglese"
"402","Forrest Gump","2003","179","italiano"
"403","La Storia del Tuttologo","1994","172","inglese"
"404","The Lion King","2009","151","inglese"
"405","La Storia del Nilo","2019","172","inglese"
"406","La Leggenda di Achille","1993","152","inglese"
"407","Il Segreto del Mago","1999","138","inglese"
"408","The Secret Life of Pets 2","2007","197","italiano"
"409","Il Postino","2007","122","italiano"
"410","Shutter Island","2009","144","italiano"
"411","Il Segreto di Mack","2001","136","italiano"
"412","Il Segreto di Yambo","2023","168","italiano"
"413","Il Segreto del Grande Capo","1996","102","inglese"
"414","La Vita è Bella","2020","109","inglese"
"415","Interstellar","2013","146","italiano"
"416","La Ragazza del Mare","1990","120","italiano"
"417","E.T. l'Extraterrestre","2011","166","italiano"
"418","Il Segreto di Noè","1995","195","inglese"
"419","Il Mistero di Malpelo","2020","176","inglese"
"420","Shutter Island","2014","188","inglese"
"421","La Storia del Tuttologo","1996","114","italiano"
"422","Toy Story 4","2022","103","italiano"
"423","Il Segreto di Primola","1994","127","inglese"
"424","La Figlia di D'Artagnan","2015","126","italiano"
"425","Avengers: Endgame","2022","146","inglese"
"426","La Figlia di D'Artagnan","1994","145","italiano"
"427","Il Segreto del Pretore","2008","121","inglese"
"428","La Storia di Saverio","2007","129","italiano"
"429","La Ragazza del Sabato","1996","198","italiano"
"430","La Figlia di Dottore","2004","111","italiano"
"431","Il Segreto di Dodò","2000","116","italiano"
"432","La Figlia di Dottore","1993","153","inglese"
"433","Il Labirinto del Fauno","1999","131","inglese"
"434","Il Favoloso Mondo di Gumball","2009","123","italiano"
"435","Forrest Gump","2005","162","inglese"
"436","Il Signore degli Anelli","2020","180","inglese"
"437","La Storia del Tuttologo","2011","157","inglese"
"438","La Ragazza del Falco","1993","169","inglese"
"439","Il Favoloso Mondo di Gumball","1993","165","inglese"
"440","Il Segreto di Ximenez","2010","165","inglese"
"441","Il Ragazzo di Mauro","2021","132","inglese"
"442","La Storia di Fanny","2020","110","inglese"
"443","La Storia di Lamet","2009","188","inglese"
"444","Il Segreto del Cimitero","2023","152","inglese"
"445","La Storia di Youssef","2009","101","italiano"
"446","La Leggenda di Guerre","2014","133","italiano"
"447","Il Segreto di Vetro","2002","106","italiano"
"448","il Cattivo","2023","101","italiano"
"449","La Ragazza del Falco","2018","126","inglese"
"450","The Secret Life of Pets 2","2019","134","italiano"
"451","Il Segreto del Pretore","2002","130","inglese"
"452","Il Segreto del Pretore","1999","123","inglese"
"453","La Ragazza di Zanna","1999","159","inglese"
"454","La Ragazza del Sabato","1990","137","italiano"
"455","The Lion King","2016","106","inglese"
"456","Il Quinto Elemento","1993","133","italiano"
"457","Il Segreto del Deserto","1991","103","inglese"
"458","La Figlia del Principe","1991","185","italiano"
"459","Il Segreto del Cimitero","1992","112","italiano"
"460","La Storia di Don Giovanni","1994","151","inglese"
"461","La Ragazza del Vagabondo","2005","162","italiano"
"462","Il Corvo","2012","170","inglese"
"463","Il Segreto di Mack","2006","184","italiano"
"464","American Beauty","2018","100","inglese"
"465","La Figlia della Guerra","2024","167","italiano"
"466","Il Segreto di Vitale","1996","146","inglese"
"467","Il Grande Lebowski","1990","195","italiano"
"468","Il Mistero del Diavolo","2000","177","italiano"
"469","La Figlia del Principe","1993","199","inglese"
"470","Il Grande Lebowski","1996","114","inglese"
"471","Il Segreto del Taglialegna","2022","200","italiano"
"472","Il Gladiatore","2023","164","inglese"
"473","Il Mistero di Caligola","2006","136","inglese"
"474","The Lion King","1991","159","italiano"
"475","Il Segreto del Miracolo","2008","135","italiano"
"476","Il Segreto di Mack","1995","147","inglese"
"477","Il Signore degli Anelli","2004","164","inglese"
"478","La Ragazza del Mio Migliore Amico","1994","122","italiano"
"479","Pulp Fiction","2016","174","inglese"
"480","Joker","2001","110","inglese"
"481","La Figlia di D'Artagnan","2013","192","inglese"
"482","Frozen 2","1997","153","inglese"
"483","Il Segreto di Babbo Natale","1998","174","italiano"
"484","La Ragazza di Missis","1990","187","inglese"
"485","Spider-Man: Far From Home","1991","193","italiano"
"486","La Storia del Tuttologo","2019","171","inglese"
"487","Il Segreto di Babbo Natale","2016","184","italiano"
"488","La Ragazza del Falco","1990","197","inglese"
"489","Il Segreto del Presidente","1997","110","inglese"
"490","La Ragazza del Sabato","1992","133","inglese"
"491","La Storia del Sole","2001","124","inglese"
"492","La Storia del Nilo","1990","132","italiano"
"493","La Vita è Bella","2012","187","inglese"
"494","Parasite","2014","195","italiano"
"495","Toy Story 4","2018","127","inglese"
"496","La Ragazza del Santo","1993","116","italiano"
"497","Il Ragazzo di Robin","2017","118","italiano"
"498","Il Grande Gatsby","2015","109","inglese"
"499","La Ragazza del Gatto","1994","184","italiano"
"500","Il Segreto del Grande Capo","1995","200","italiano"
"501","Il Treno del Soldato","2013","199","inglese"
"502","Il Segreto di Orfeo","2008","155","inglese"
"503","Il Grande Gatsby","2020","171","inglese"
"504","La Storia di Youssef","1998","186","italiano"
"505","Joker","2003","181","italiano"
"506","Spider-Man: Far From Home","2000","181","italiano"
"507","Il Segreto di Vetro","2003","114","italiano"
"508","Il Segreto del Terrore","2003","160","italiano"
"509","Il Segreto di Cleopatra","1994","110","italiano"
"510","La Storia di Tex","2012","198","inglese"
"511","Il Segreto di Pasquino","1992","117","inglese"
"512","Toy Story 4","2017","118","italiano"
"513","La Ragazza del Vagabondo","2012","179","inglese"
"514","Il Segreto del Presidente","2020","199","italiano"
"515","Il Segreto di Zibetto","1998","144","italiano"
"516","Il Segreto di Vetro","2018","109","inglese"
"517","Spider-Man: Far From Home","1992","116","italiano"
"518","La Ragazza del Fantasma","2009","170","inglese"
"519","La Storia di Lamet","2005","133","inglese"
"520","La Figlia della Guerra","1990","123","inglese"
"521","La Figlia di Dottore","1991","113","inglese"
"522","Il Segreto del Leone","2008","118","inglese"
"523","Il Figlio perduto","1994","158","inglese"
"524","Inception","1990","126","italiano"
"525","Il Grande Dittatore","2010","197","italiano"
"526","La Ragazza di Arlecchino","1990","190","italiano"
"527","La Ragazza del Santo","2020","162","inglese"
"528","Il Segreto di Vitale","2018","199","italiano"
"529","Il Figlio di Frankenstein","2014","129","inglese"
"530","La Storia del Tuttologo","1998","159","inglese"
"531","La Storia di Korak","2018","173","italiano"
"532","Il Mistero del Gobbo","2006","192","inglese"
"533","Interstellar","2007","123","inglese"
"534","Captain Marvel","2001","193","italiano"
"535","La Storia di Saverio","2007","143","inglese"
"536","Il Segreto di Zorro","2006","174","italiano"
"537","La Ragazza di Orso","1995","143","inglese"
"538","Il Segreto del Taglialegna","1992","152","italiano"
"539","The Secret Life of Pets 2","2018","146","italiano"
"540","Forrest Gump","1993","168","italiano"
"541","Frozen 2","1999","141","italiano"
"542","Il Grande Lebowski","2018","189","inglese"
"543","Il Buono","2010","102","inglese"
"544","La Storia del Nilo","2020","145","inglese"
"545","Il Segreto del Leone","2012","158","inglese"
"546","Il Re Leone","2010","119","italiano"
"547","Frozen 2","2021","197","italiano"
"548","Inception","1991","139","inglese"
"549","il Cattivo","1990","193","italiano"
"550","il Brutto","2009","101","italiano"
"551","Il Segreto di Zorro","2009","136","italiano"
"552","La Ragazza di Arlecchino","2023","112","italiano"
"553","Il Segreto del Deserto","2010","166","inglese"
"554","La Storia di Icaro","2010","183","inglese"
"555","La Ragazza di Zanna","2011","167","inglese"
"556","La Ragazza del Fantasma","2008","140","inglese"
"557","La Ragazza del Ragno","2009","147","italiano"
"558","La Ragazza del Capitano","1994","196","italiano"
"559","Parasite","2001","147","inglese"
"560","Il Mistero del Gobbo","1998","170","italiano"
"561","La Leggenda di Moisés","2024","142","inglese"
"562","Il Segreto di Mack","2012","165","italiano"
"563","La Ragazza di Orso","2014","175","inglese"
"564","il Brutto","2012","111","inglese"
"565","La Storia di Korak","2012","195","italiano"
"566","La Ragazza di Missis","2013","154","italiano"
"567","Il Silenzio degli Innocenti","1996","116","italiano"
"568","La Leggenda di Paperino","2006","177","inglese"
"569","Il Segreto di Zibetto","1998","107","italiano"
"570","Pulp Fiction","1997","128","italiano"
"571","Il Padrino","2015","116","inglese"
"572","La Storia di Icaro","1999","192","italiano"
"573","La Storia di Saverio","1992","119","inglese"
"574","La Ragazza di Lola","2016","136","inglese"
"575","Il Segreto del Fiume","2009","187","italiano"
"576","Toy Story 4","2019","146","italiano"
"577","La Ragazza del Vento","2019","160","inglese"
"578","Blade Runner","2010","177","inglese"
"579","Pulp Fiction","2017","188","italiano"
"580","Il Segreto di Babbo Natale","1991","172","inglese"
"581","La Ragazza del Corsaro","2003","172","italiano"
"582","Il Figlio perduto","2009","136","italiano"
"583","La Ragazza di Jemmy","1995","152","inglese"
"584","La Ragazza del Vento","2003","198","italiano"
"585","La Ragazza di Arlecchino","2012","151","italiano"
"586","La Ragazza di Jemmy","2011","105","italiano"
"587","Il Ragazzo di Robin","2003","142","italiano"
"588","La Ragazza del Tornado","2006","174","inglese"
"589","Il Postino","1998","116","italiano"
"590","Il Segreto del Pretore","2004","192","italiano"
"591","Il Segreto del Gelo","2001","133","italiano"
"592","La Storia del Vampiro","2017","121","italiano"
"593","La Storia del Re","1990","167","italiano"
"594","La Ragazza del Ragno","1990","104","italiano"
"595","Il Quinto Elemento","1996","122","italiano"
"596","La Storia di Don Giovanni","2022","139","inglese"
"597","Il Grande Gatsby","1990","128","inglese"
"598","La Dolce Vita","2017","160","inglese"
"599","La Ragazza del Santo","2022","126","inglese"
"600","Il Figlio di Frankenstein","2004","170","italiano"
"601","La Ragazza del Vagabondo","1992","162","inglese"
"602","La Ragazza del Fantasma","2009","122","italiano"
"603","Il Segreto di Vitale","2020","183","italiano"
"604","La Ragazza del Faraone","2004","163","italiano"
"605","Il Ragazzo di Mauro","1995","180","inglese"
"606","Il Segreto del Gelo","1995","123","italiano"
"607","Il Segreto del Taglialegna","2001","119","inglese"
"608","La Ragazza del Sabato","2010","109","inglese"
"609","Il Segreto di Zibetto","2013","122","italiano"
"610","Il Silenzio degli Innocenti","1991","109","inglese"
"611","Il Mistero di Caligola","1994","199","inglese"
"612","La Ragazza del Faraone","2009","139","italiano"
"613","Il Segreto del Dittatore","2010","200","inglese"
"614","La Ragazza del Vento","2016","184","inglese"
"615","Il Segreto di Primola","2010","160","italiano"
"616","Il Segreto di Zibetto","2009","162","italiano"
"617","E.T. l'Extraterrestre","1999","190","italiano"
"618","Il Segreto di Primola","2020","121","inglese"
"619","Pulp Fiction","2013","186","italiano"
"620","Il Primo Re","1992","157","inglese"
"621","La Storia del Vampiro","2008","146","italiano"
"622","Il Segreto del Tuono","2016","127","italiano"
"623","Guerre Stellari","1993","155","italiano"
"624","La Storia di Ulisse","1990","157","italiano"
"625","La Storia del Vampiro","1997","141","inglese"
"626","Il Ragazzo di Robin","2004","184","inglese"
"627","La Storia di Fanny","2014","134","inglese"
"628","Il Segreto di Scott","1999","194","inglese"
"629","La Ragazza del Capitano","2019","183","italiano"
"630","Joker","2004","109","italiano"
"631","La Storia di Pinocchio","2015","142","inglese"
"632","La Storia di Pinocchio","1997","117","italiano"
"633","E.T. l'Extraterrestre","1993","187","italiano"
"634","La Storia di Babbo","2013","194","inglese"
"635","Il Grande Gatsby","1995","141","italiano"
"636","Blade Runner","1995","116","inglese"
"637","Il Segreto del Mago","1999","162","inglese"
"638","Il Segreto di Cleopatra","2011","131","italiano"
"639","La Storia di Don Giovanni","2014","200","inglese"
"640","La Leggenda del Sindaco","2021","127","italiano"
"641","Pulp Fiction","1996","104","italiano"
"642","Il Buono","2023","114","inglese"
"643","La Figlia di Dottore","1990","186","inglese"
"644","Spider-Man: Far From Home","2013","137","italiano"
"645","La Ragazza di Zanna","2013","126","inglese"
"646","La Storia di Saverio","2015","187","italiano"
"647","La Ragazza di Zanna","2012","190","inglese"
"648","Il Segreto di Filigrana","2008","135","inglese"
"649","La Storia di Youssef","1992","130","inglese"
"650","La Ragazza di Missis","1993","166","italiano"
"651","La Figlia del Principe","2004","112","italiano"
"652","La Ragazza di Jemmy","2011","138","italiano"
"653","La Storia di Saverio","1998","182","italiano"
"654","Il Segreto del Mago","1991","114","inglese"
"655","La Ragazza di Missis","2008","182","inglese"
"656","La Ragazza del Ragno","1994","103","italiano"
"657","Il Segreto di Primola","2023","103","italiano"
"658","Il Segreto del Fiume","2001","198","inglese"
"659","Il Segreto di Vetro","2010","129","italiano"
"660","Il Segreto di Noè","1999","103","italiano"
"661","La Ragazza di Missis","1998","132","italiano"
"662","La Vita è Bella","2015","155","inglese"
"663","La Ragazza del Gatto","2004","126","inglese"
"664","La Storia di Vittorio","2017","157","inglese"
"665","Inception","2011","145","inglese"
"666","La Ragazza del Corsaro","1990","169","italiano"
"667","Il Favoloso Mondo di Gumball","2011","186","inglese"
"668","La Ragazza del Faraone","2004","107","inglese"
"669","Guerre Stellari","2002","177","italiano"
"670","Il Mistero di Malpelo","2018","150","inglese"
"671","il Cattivo","2000","163","italiano"
"672","Il Ragazzo di Jed","2024","113","italiano"
"673","La Leggenda di Paperino","2010","167","inglese"
"674","La Leggenda di Moisés","1992","113","italiano"
"675","Il Corvo","2014","177","inglese"
"676","Il Corvo","2020","180","italiano"
"677","Il Segreto di Yambo","2013","141","italiano"
"678","Il Segreto del Destino","1999","135","inglese"
"679","Il Segreto di Primola","2007","142","italiano"
"680","Il Segreto del Destino","1999","140","italiano"
"681","La Storia di Ulisse","1996","128","italiano"
"682","Il Segreto del Fiume","1991","137","italiano"
"683","Il Signore degli Anelli","1994","108","italiano"
"684","La Storia del Re","2008","170","italiano"
"685","Il Segreto di Babbo Natale","1994","170","italiano"
"686","Titanic","2021","156","inglese"
"687","La Storia del Re","1998","111","inglese"
"688","il Brutto","2022","175","inglese"
"689","Il Labirinto del Fauno","2011","191","italiano"
"690","La Storia di Icaro","2014","195","italiano"
"691","La Figlia del Principe","2009","119","inglese"
"692","La Storia di Pinocchio","2019","145","inglese"
"693","Spider-Man: Far From Home","2015","192","inglese"
"694","Il Segreto del Corsaro Nero","2021","168","italiano"
"695","Il Segreto del Vichingo","2020","139","italiano"
"696","La Figlia del Principe","2009","100","inglese"
"697","La Ragazza del Mio Migliore Amico","2004","162","italiano"
"698","Frozen 2","2007","141","italiano"
"699","Blade Runner","1995","167","italiano"
"700","La Figlia della Guerra","2019","165","inglese"
"701","Il Segreto di Togo","1990","167","inglese"
"702","La Storia di Fanny","2008","180","inglese"
"703","Il Corvo","2008","194","italiano"
"704","La Figlia di D'Artagnan","1997","181","italiano"
"705","Il Segreto del Cimitero","2019","119","italiano"
"706","La Storia del Sud","2024","172","italiano"
"707","Il Padrino","2019","139","inglese"
"708","Aladdin","2018","140","inglese"
"709","La Leggenda di Guerre","2008","130","inglese"
"710","Il Primo Re","2005","150","italiano"
"711","Il Figlio di Frankenstein","2014","187","italiano"
"712","La Ragazza del Tornado","2005","150","inglese"
"713","Il Signore degli Anelli","2019","143","italiano"
"714","Il Segreto del Leone","1998","111","italiano"
"715","Il Segreto del Gelo","1992","187","inglese"
"716","Il Segreto di Togo","2012","151","inglese"
"717","Guerre Stellari","1994","176","italiano"
"718","La Storia di Tex","2024","102","inglese"
"719","La Figlia del Principe","1995","164","italiano"
"720","Shutter Island","2006","155","italiano"
"721","Il Favoloso Mondo di Gumball","1995","180","inglese"
"722","Il Segreto del Terrore","2004","102","italiano"
"723","Guerre Stellari","2015","162","inglese"
"724","Blade Runner","2022","194","inglese"
"725","La Ragazza del Falco","2000","100","italiano"
"726","La Ragazza del Tornado","2000","178","italiano"
"727","Il Gladiatore","2000","182","inglese"
"728","La Ragazza del Mare","2010","110","italiano"
"729","La Ragazza del Corsaro","2018","114","italiano"
"730","Il Segreto del Miracolo","2015","140","inglese"
"731","Il Postino","2001","155","italiano"
"732","Blade Runner","2008","111","italiano"
"733","Il Segreto di Mack","1992","121","inglese"
"734","The Lion King","1998","164","inglese"
"735","La Figlia di Dottore","2002","179","inglese"
"736","Il Segreto di Cleopatra","2010","128","italiano"
"737","La Ragazza del Mare","1993","194","inglese"
"738","La Storia di Lamet","1991","119","inglese"
"739","Shutter Island","2009","142","inglese"
"740","Il Ragazzo di Robin","2022","114","italiano"
"741","La Vita di Bakunin","1998","138","italiano"
"742","The Lion King","2008","198","italiano"
"743","La Figlia del Principe","2022","134","italiano"
"744","Il Segreto del Cimitero","2024","168","inglese"
"745","Il Ragazzo di Robin","2014","144","italiano"
"746","Il Segreto del Cimitero","2024","182","inglese"
"747","Il Mistero di Caligola","2010","164","inglese"
"748","The Secret Life of Pets 2","1990","140","italiano"
"749","Il Grande Dittatore","2011","151","inglese"
"750","Il Favoloso Mondo di Gumball","2002","131","italiano"
"751","Il Segreto del Fiume","2017","123","italiano"
"752","La Dolce Vita","1993","154","inglese"
"753","Captain Marvel","2023","122","italiano"
"754","Il Cacciatore","2004","188","italiano"
"755","Il Segreto di Babbo Natale","2001","167","inglese"
"756","La Storia del Nilo","2004","130","inglese"
"757","Il Discorso del Re","1991","116","italiano"
"758","La Dolce Vita","2003","111","inglese"
"759","Il Segreto del Leone","2012","138","inglese"
"760","Il Segreto di Pasquino","2007","148","italiano"
"761","La Storia di Fanny","2005","128","italiano"
"762","La Storia di Babbo","2004","200","inglese"
"763","Il Segreto del Miracolo","2004","116","inglese"
"764","Il Segreto di Vetro","1993","141","italiano"
"765","La Figlia del Principe","1993","159","italiano"
"766","Il Segreto di Scott","2001","164","inglese"
"767","Il Figlio perduto","2001","163","italiano"
"768","La Dolce Vita","2023","147","inglese"
"769","La Ragazza del Mare","1996","131","inglese"
"770","La Storia di Korak","2018","170","italiano"
"771","La Ragazza del Capitano","2014","166","inglese"
"772","La Ragazza del Corsaro","1992","157","inglese"
"773","La Storia di Babbo","1995","105","inglese"
"774","La Storia del Re","1990","175","italiano"
"775","Il Ragazzo di Robin","2010","147","italiano"
"776","La Storia di Babbo","1992","174","italiano"
"777","La Ragazza del Capitano","2004","156","inglese"
"778","La Storia di Youssef","2004","149","italiano"
"779","Il Signore degli Anelli","2019","157","italiano"
"780","Il Segreto di Yambo","2011","143","inglese"
"781","Il Segreto del Taglialegna","2005","166","inglese"
"782","La Ragazza del Vagabondo","2023","102","inglese"
"783","La Ragazza di Lola","1996","130","inglese"
"784","Toy Story 4","2012","185","italiano"
"785","La Storia del Sud","2005","105","inglese"
"786","Il Grande Dittatore","2008","137","inglese"
"787","Il Segreto di Johnny","1996","197","inglese"
"788","Il Grande Dittatore","2020","156","italiano"
"789","Inception","2014","141","inglese"
"790","Il Signore degli Anelli","2024","152","inglese"
"791","La Ragazza di Arlecchino","2019","142","inglese"
"792","Il Cacciatore","2011","159","inglese"
"793","La Dolce Vita","2024","189","inglese"
"794","Il Quinto Elemento","1992","146","inglese"
"795","La Storia del Vampiro","2007","137","inglese"
"796","Il Favoloso Mondo di Amélie","1996","105","italiano"
"797","La Storia di Icaro","2003","132","inglese"
"798","Captain Marvel","2009","146","inglese"
"799","Il Favoloso Mondo di Amélie","2008","139","inglese"
"800","La Leggenda di Guerre","2020","158","italiano"
"801","It Chapter Two","2000","141","inglese"
"802","La Leggenda di Paperino","1990","145","italiano"
"803","Il Segreto di Noè","1993","142","italiano"
"804","Il Labirinto del Fauno","2003","185","inglese"
"805","La La Land","1990","107","inglese"
"806","Pulp Fiction","1994","187","italiano"
"807","La Figlia della Guerra","2014","186","inglese"
"808","La Figlia di D'Artagnan","2018","168","italiano"
"809","Il Segreto del Destino","2017","191","inglese"
"810","La Ragazza di Jemmy","2018","148","inglese"
"811","Il Gladiatore","2001","147","italiano"
"812","La Storia di Korak","2006","200","italiano"
"813","Spider-Man: Far From Home","2024","118","inglese"
"814","La Figlia della Guerra","1998","138","inglese"
"815","La Leggenda di Moisés","2016","136","italiano"
"816","La Leggenda del Sindaco","2013","180","inglese"
"817","La Ragazza di Missis","2016","157","italiano"
"818","Il Segreto del Deserto","2002","196","italiano"
"819","Il Favoloso Mondo di Amélie","1996","195","italiano"
"820","La Leggenda di Achille","2011","182","inglese"
"821","La Ragazza del Capitano","2013","142","italiano"
"822","Il Segreto di Dodò","1996","159","italiano"
"823","Il Segreto di Yambo","2021","154","inglese"
"824","Il Mistero del Gobbo","2012","161","italiano"
"825","La Ragazza del Sabato","1998","116","inglese"
"826","Il Segreto di Jake","1995","106","inglese"
"827","La Vita di Bakunin","1992","141","inglese"
"828","Il Ragazzo di Mauro","2016","149","italiano"
"829","Il Labirinto del Fauno","2021","187","italiano"
"830","Il Re Leone","1994","154","inglese"
"831","Il Ragazzo di Robin","1993","174","inglese"
"832","La Storia del Sole","2012","177","italiano"
"833","Toy Story 4","2020","144","inglese"
"834","Il Treno del Soldato","2022","131","inglese"
"835","La Storia del Diavolo","1995","127","italiano"
"836","Il Grande Dittatore","2022","180","italiano"
"837","Guerre Stellari","1996","162","inglese"
"838","Il Segreto di Lambretto","2023","100","italiano"
"839","La Storia di Icaro","2001","117","italiano"
"840","La Ragazza del Capitano","1993","198","italiano"
"841","La Storia del Tempo","2010","134","italiano"
"842","It Chapter Two","2010","108","inglese"
"843","La Storia di Fanny","2013","106","italiano"
"844","La Vita di Bakunin","2003","103","inglese"
"845","La Ragazza del Ragno","2012","115","italiano"
"846","It Chapter Two","2000","162","italiano"
"847","Il Grande Gatsby","2020","102","italiano"
"848","Il Segreto del Vichingo","2012","102","inglese"
"849","Il Segreto di Zorro","1993","131","italiano"
"850","Il Segreto di Primola","1992","163","italiano"
"851","La Ragazza del Vagabondo","2009","191","italiano"
"852","Aladdin","2002","112","italiano"
"853","Il Segreto del Mago","2024","119","italiano"
"854","Il Primo Re","2022","148","italiano"
"855","Il Segreto di Zibetto","2001","104","inglese"
"856","It Chapter Two","1999","147","inglese"
"857","Pulp Fiction","2006","188","inglese"
"858","La Storia di Icaro","2023","193","inglese"
"859","Avengers: Endgame","2010","101","inglese"
"860","La Ragazza del Capitano","2018","140","italiano"
"861","La Storia di Don Giovanni","2021","129","inglese"
"862","Il Ragazzo di Jed","2002","144","italiano"
"863","La Ragazza di Remo","2024","130","italiano"
"864","Il Buono","1991","150","inglese"
"865","Captain Marvel","1996","167","inglese"
"866","La Ragazza del Capitano","1992","126","inglese"
"867","Inception","2018","119","inglese"
"868","Il Silenzio degli Innocenti","2007","117","inglese"
"869","Il Mistero di Malpelo","1996","151","inglese"
"870","Interstellar","1992","110","inglese"
"871","Il Segreto del Vichingo","1999","183","italiano"
"872","Il Silenzio degli Innocenti","1997","113","inglese"
"873","La Ragazza del Ragno","2021","128","inglese"
"874","Il Segreto del Terrore","2024","124","inglese"
"875","Il Favoloso Mondo di Gumball","2016","137","inglese"
"876","Il Figlio perduto","2018","103","italiano"
"877","Il Figlio di Frankenstein","2017","181","inglese"
"878","La Ragazza del Vento","2009","156","italiano"
"879","Il Primo Re","2006","122","italiano"
"880","Il Corvo","2011","179","inglese"
"881","Il Mistero del Gobbo","2017","130","italiano"
"882","La Ragazza del Falco","1998","170","inglese"
"883","Il Segreto del Corsaro Nero","2014","137","inglese"
"884","American Beauty","2017","160","italiano"
"885","The Lion King","1991","191","italiano"
"886","La Ragazza di Missis","2015","168","inglese"
"887","Il Segreto di Filigrana","2014","186","italiano"
"888","The Secret Life of Pets 2","2021","169","italiano"
"889","The Secret Life of Pets 2","2004","168","inglese"
"890","Il Mistero di Caligola","1995","100","inglese"
"891","Il Grande Lebowski","2001","193","inglese"
"892","La Storia di Vittorio","1994","169","inglese"
"893","La La Land","2005","154","inglese"
"894","Il Segreto di Filigrana","2019","174","italiano"
"895","Il Segreto del Destino","1992","131","inglese"
"896","Blade Runner","2011","151","inglese"
"897","La Ragazza di Orso","1998","112","inglese"
"898","Joker","2022","198","italiano"
"899","Il Segreto di Vitale","1998","114","inglese"
"900","Titanic","2009","123","inglese"
"901","Captain Marvel","2010","178","italiano"
"902","Il Segreto del Tuono","2006","148","inglese"
"903","La Storia del Tuttologo","2011","160","inglese"
"904","Il Segreto del Fiume","2024","172","inglese"
"905","American Beauty","2022","119","italiano"
"906","La Ragazza del Capitano","2020","176","italiano"
"907","Il Segreto del Taglialegna","2000","158","inglese"
"908","La Storia del Vampiro","1995","104","inglese"
"909","Il Mistero di Caligola","2009","170","inglese"
"910","La Ragazza del Falco","1996","169","italiano"
"911","il Brutto","2013","188","inglese"
"912","La Ragazza di Arlecchino","2012","175","inglese"
"913","Il Segreto di Vitale","1998","122","italiano"
"914","Il Segreto del Vichingo","2014","152","italiano"
"915","La Ragazza del Vagabondo","2021","161","italiano"
"916","Il Re Leone","2007","193","italiano"
"917","Il Mistero del Diavolo","2008","127","inglese"
"918","Il Segreto del Gelo","1992","110","inglese"
"919","La Storia di Babbo","2022","164","inglese"
"920","La Storia di Fanny","2000","122","inglese"
"921","La Leggenda di Paperino","1990","155","italiano"
"922","il Brutto","2006","130","italiano"
"923","Il Segreto di Cleopatra","2016","156","italiano"
"924","La Ragazza del Gatto","1991","121","italiano"
"925","La Storia del Re","1996","160","italiano"
"926","La Ragazza del Falco","1998","146","inglese"
"927","La Ragazza del Fantasma","2007","176","italiano"
"928","Joker","1995","117","inglese"
"929","Il Grande Gatsby","1994","153","inglese"
"930","Il Caso Spotlight","2023","122","inglese"
"931","La Storia di Don Giovanni","2010","162","inglese"
"932","La Storia del Tempo","2021","109","inglese"
"933","Il Treno del Soldato","1990","170","italiano"
"934","La Storia di Icaro","1999","168","italiano"
"935","Il Primo Re","2016","161","inglese"
"936","Aladdin","2001","102","italiano"
"937","Avengers: Endgame","2003","197","italiano"
"938","La Figlia di Dottore","2019","197","inglese"
"939","Il Segreto di Scott","2002","148","italiano"
"940","Il Segreto di Orfeo","2015","143","italiano"
"941","Il Segreto del Grande Capo","2018","146","italiano"
"942","La Storia del Vampiro","1997","113","inglese"
"943","Blade Runner","2010","139","italiano"
"944","La Leggenda del Sindaco","2023","150","inglese"
"945","La Storia del Diavolo","2007","162","italiano"
"946","Il Segreto di Yambo","1994","113","inglese"
"947","Il Silenzio degli Innocenti","2003","151","inglese"
"948","Il Segreto di Togo","2021","149","italiano"
"949","La Storia di Youssef","1995","191","italiano"
"950","Il Segreto di Babbo Natale","2011","126","italiano"
"951","Il Ragazzo di Mauro","1993","164","inglese"
"952","Joker","2007","182","italiano"
"953","La Vita di Bakunin","2007","109","inglese"
"954","Il Segreto di Ximenez","2013","170","inglese"
"955","Il Quinto Elemento","2023","116","inglese"
"956","Il Segreto del Cimitero","2014","146","inglese"
"957","Shutter Island","2011","189","italiano"
"958","Il Segreto di Jake","1995","126","inglese"
"959","La Ragazza del Gatto","2023","160","inglese"
"960","La Storia del Vampiro","2006","185","italiano"
"961","Il Segreto del Cimitero","2024","179","italiano"
"962","Aladdin","2003","117","italiano"
"963","Joker","2016","117","italiano"
